,id_str,text,created_hr,created_dotw,calltime,day,set,call,favorite_count,retweet_count,place_names,place_ids,sources,influence_score,in_reply_to_status_id_str,in_reply_to_user_id_str,lang,is_quote_status,retweeted,truncated,user_id_str,user_name,user_description,user_location,user_since,favorites_counts,followers_count,friends_count,listed_count,profile_background_color,profile_text_color,user_screen_name,statuses_count,verified,num_tags,num_media,num_symbols,num_urls,num_user_mentions
2355,1095766108559364097,@danielleggwp I feel you 😂 I did that once but I was holding it 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,75.775,1095764571044888577,393048031,en,False,False,False,2233183676,Scarlett Rose🌟@Patreon & Twitch,Twitch Affiliate 🎮: http://twitch.tv/scarlettrosecosplay IG🎡: LadyScarlettRose 🍭 #BunSquad🐰 #PhoenixCartel #TeamB42 #HellzArmy #GeckoArmy,"Philadelphia, PA",5,9800,2941,262,30,C0DEED,333333,LadyScarlettRse,4784,False,0,0,0,0,1
2356,1095766118638051333,"General Electric is hiring in Erie, PA! Read about our latest #IT job opening via the link in our bio: Software Eng… https://t.co/7uB5MXzfQE",14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Erie, PA",29aaa88d9fe74b50,CareerArc 2.0,22.025,,,en,False,False,True,112545606,TMJ-PA IT Jobs,Follow this account for geo-targeted Software Dev. - General/IT job tweets in Pennsylvania Non-Metro. Need help? Tweet us at @CareerArc!,Pennsylvania,9,0,431,316,150,253956,000000,tmj_PA_it,242,False,1,0,0,1,0
2357,1095766128356409349,@MindofaYinzer @pirateprospects This is depressing,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for Android,18.7,1095762837371342855,711405585980387328,en,False,False,False,357902913,Kev,"See below for annoying Pittsburgh sports tweets, below average sports takes, @thecatchrule, and Calvin and Hobbes comics.

Oh, and lots of this girl @Hlystr",Mars,7,55446,718,659,10,C0DEED,333333,KGJump12,53036,False,0,0,0,0,2
2358,1095766184153280512,i just got my math test back and honestly. i’m not impressed. https://t.co/gsMXV867F9,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,18.425,,,en,False,False,False,2738571790,huneybun. 🍯💞,LU’22 // wsoc ⚽️🧡💙,somewhere playing soccer. ⚽️,4,11762,737,720,0,C0DEED,333333,zhariaaaaa_,18221,False,0,1,0,0,0
2359,1095766198216740869,@SourPiggy Did they announce when she drops yet?,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,81.425,1095765572292431872,773446475959377920,en,False,False,False,777702456977395712,Antonio Rivera,"Regular guy, Youtuber, and Gamer. Trying to network, meet people, and love life.","Philadelphia, PA",2,6639,2912,4150,115,000000,000000,XG_Tone,14398,False,0,0,0,0,1
2360,1095766200158691329,@Copart What do I have to do to get someone to take me off hold?! Ridiculous!! 🤬 https://t.co/QhnhtPw1g8,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.35,,400724545,en,False,False,False,180688142,Ed,Co-creator & head writer of the 1940s noir comic book series @BisonBay.,"North Sewickley, PA",8,12,258,501,12,1A1B1F,666666,EFCidade,19423,False,0,1,0,0,1
2361,1095766282228637697,@katey_suder  @Arob_Rocky  us getting dropped back of at philly,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,27.925,,1069665709,en,True,False,False,958697558,karly ruffing,@nmcmccoy 💛🌻,"Philadelphia, PA",6,8707,1114,636,1,642D8B,3D1957,karly_ruffing,27943,False,0,0,0,0,2
2362,1095766285160534016,I asked @PAAuditorGen about his State of the Child Report and the importance of providing parents and kinfolk with… https://t.co/rGDYA2od80,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,72.725,,,en,False,False,True,3417717759,Rep. Donna Bullock,Public servant. Working for the People. Serving the 195th Legislative District in the Pennsylvania House of Representatives (parts of West & North Philly).,"Philadelphia, PA",3,3726,2717,1559,64,000000,000000,RepDonnaBullock,2230,False,0,0,0,1,1
2363,1095766288021028864,parking lot before you bring it to me. I don’t want to go to an over crowded restaurant with poor service because t… https://t.co/2grr9XaZ1o,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,120.875,1095765885241999360,807413918586933248,en,False,False,True,807413918586933248,MissMelissa,"#FBR #Resist I can be mean as f$ck, sweet as candy, cold as winter or loyal like a soldier. It all depends on you. Caregiver and Cleveland 🏈 Browns fan","Pennsylvania, USA",2,52970,4793,4559,14,F5F8FA,333333,MissMelissaST,44525,False,0,0,0,1,0
2364,1095766319100841985,Nail techs really do the most to keep you coming back and honestly? It works. Like I know I literally just left the… https://t.co/7B3KVEOkjx,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,10.700000000000001,,,en,False,False,True,1314976508,amanda,"✨la vie n’est pas une fête perpétuelle. merci pour les roses, merci aussi pour les épines✨// {she/her}",Arcadia University,5,63081,422,267,2,C0DEED,333333,acoyle98,35077,False,0,0,0,1,0
2365,1095766344996478979,@LaylaAlisha11 @ILMFOrg Doesn’t he prefer sausage over tacos ? Just saying,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,32.050000000000004,1095525966728830976,875017115979403264,en,False,False,False,1646090232,Estace,"married to beautiful wife, father, proud grandfather, Christian conservative, (but not wack job ) ! love god , country , and our military! Mega Trump fan 🇺🇸","Pennsylvania, USA",5,17187,1264,2046,6,C0DEED,333333,estacewalters,4928,False,0,0,0,0,2
2366,1095766375702978560,@WarnTheWorld Spicy Italian lasagna 🙌🏾,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,20.425,1095540808214814720,342881789,en,False,False,False,498434183,Venisha,"Pretty, witty, girly, whirly. One who likes to party but come home early. Light kinda dark, short sorta tall. Slim, kinda thick, I swear they love it all..","Pennsylvania, USA",7,556,802,1377,5,C0DEED,333333,Vee1Vixen,21785,False,0,0,0,0,1
2367,1095766400310886400,So hype to get shortys for lunch 🤤🤤,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,15.875,,,en,False,False,False,831945146,EQ,YEEEEET #senditszn,calu 20,6,3566,635,414,0,C0DEED,333333,QuattroEvan,9650,False,0,0,0,0,0
2368,1095766471966449665,Don’t give yourself to anyone that isn’t deserving of you,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,22.525000000000002,,,en,False,False,False,630806688,Marina 🌻,always on my bullshit | Lincoln U,"Pennsylvania, USA",6,34505,886,756,5,ABB8C2,333333,marina_ajahnae,36149,False,0,0,0,0,0
2369,1095766472708771840,Me every time Neal Huntington talks: https://t.co/ySGBT82SEs,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,12.325000000000001,,,en,False,False,False,44383709,Mitchell Ross,"Husband, Father, Christ Follower | Communications Manager @WeAreCharterOak | @WaynesburgU Alum | Faith, family, and Pittsburgh sports","Latrobe, PA",9,6606,478,789,5,000000,000000,TheMitchellRoss,9681,False,0,1,0,0,0
2370,1095766511917154304,".@PAAuditorGen will dig deeper into our child welfare system, looking at the Bureau of Hearings and Appeals. #PABudget",14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,72.725,,,en,False,False,False,3417717759,Rep. Donna Bullock,Public servant. Working for the People. Serving the 195th Legislative District in the Pennsylvania House of Representatives (parts of West & North Philly).,"Philadelphia, PA",3,3726,2717,1559,64,000000,000000,RepDonnaBullock,2231,False,1,0,0,0,1
2371,1095766539037564931,@dhewlett First thing I do when I fall down in the snow (or not in the snow) is look around to make sure no one saw… https://t.co/EfdXfS1UYs,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,51.825,1095757115535380482,5802762,en,False,False,True,62038271,Theresa Sickles,,"Pittsburgh, PA",9,98028,1803,2363,90,352726,000000,tsickles321,80576,False,0,0,0,1,1
2372,1095766596335951873,"I don’t want all the bells and whistles that come with this cheesy holiday, just for you to show me that I’m your g… https://t.co/6RSntTfQSQ",14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,120.875,1095766288021028864,807413918586933248,en,False,False,True,807413918586933248,MissMelissa,"#FBR #Resist I can be mean as f$ck, sweet as candy, cold as winter or loyal like a soldier. It all depends on you. Caregiver and Cleveland 🏈 Browns fan","Pennsylvania, USA",2,52970,4793,4559,14,F5F8FA,333333,MissMelissaST,44526,False,0,0,0,1,0
2373,1095766599339069441,@elvisduran @saladworks @Q102Philly I may have already eaten your order... 🤭 #sorrynotsorry,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,17.125,1095766289879044098,19956026,en,False,False,False,1727148764,Rachel Marie,"What can I say, Italians like to talk!🤷🏻‍♀️🎧🎙Mid-days 10-3 on @q102philly! | @iHeartRadio| @NewhouseBDJ Alum | #Entertainment | Jeremiah 29:11🙏🏼✨","Philadelphia, PA",5,1259,679,337,2,000000,000000,RACH_ontheradio,1422,False,1,0,0,0,3
2374,1095766626627186690,@LindtCanada @Lindt_Chocolate @Monmontreal love you,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,Canada,3376992a082d67c7,Twitter Web Client,23.975,1095757213451329543,106764273,en,False,False,False,458019637,Sébastien Bourgault,I dream to have a role in INDIANA JONES  5 🤠,"Los Angeles, CA",7,5576,914,408,15,000000,000000,sebastienbour17,11885,False,0,0,0,0,3
2375,1095766637654036482,@CowboyColtt Saw a guy on Pitt st today with a snow shovel in one hand and a 30 rack of Milwaukee’s best in the oth… https://t.co/JZatFLz21m,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,14.325000000000001,1095756524377526273,551452069,en,False,False,True,480779590,Andrew Kinzer,#HTTR #RollTide #SAFTB #Caps #Os #Terps,"A River Runs Through It, PA",7,32903,543,1338,10,C0DEED,333333,SkinzerHTTR,39160,False,0,0,0,1,1
2376,1095766657757339648,@postpolitics executtime well spent https://t.co/LLxdZk13Uz,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,0.2,1095722426376302592,14345062,en,False,False,False,1851565536,Henri Durivage,,"Philadelphia, PA",5,111,8,44,0,C0DEED,333333,Bob50505,6438,False,0,1,0,0,1
2377,1095766698576236544,"""If [the] book be false in its facts, disprove them; if false in its reasoning, refute it. But, for God's sake, let… https://t.co/4wVUm1XNAL",14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,13.575000000000001,,,en,False,False,True,83489793,Josh,"This Twitter serves as an objective source of knowledge for you as I am only interested in truth, health, growth and love.
Research & question the world.",The Zero-Point Field,9,11943,498,663,15,C0DEED,333333,janeri123,25643,False,0,0,0,1,0
2378,1095766714418118656,@BradThor Anyway you think that could suppress the vote you like,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.6500000000000001,1095676493278130176,20748745,en,False,False,False,415608297,Mike,,Lafayette Hill,7,2999,51,151,5,C0DEED,333333,mthilt03,8340,False,0,0,0,0,1
2379,1095766725096865794,"***IMPORTANT PUBLIC SERVICE ANNOUNCEMENT***

Health Canada has made a critical oversight in its new Canada Food Gui… https://t.co/pKt4e45qh8",14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,Canada,3376992a082d67c7,Twitter Web Client,1.875,,,en,False,False,True,1161236648,Poutination,We're an online community for #poutine enthusiasts! Follow us on Instagram! http://instagram.com/poutination,,6,166,72,95,1,C0DEED,333333,poutination,117,False,0,0,0,1,0
2380,1095766738267004930,@g_frapp @BlueJays @Monmontreal @MLB hein,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,Canada,3376992a082d67c7,Twitter Web Client,23.975,1095315973228429312,2857237231,en,False,False,False,458019637,Sébastien Bourgault,I dream to have a role in INDIANA JONES  5 🤠,"Los Angeles, CA",7,5577,914,408,15,000000,000000,sebastienbour17,11887,False,0,0,0,0,4
2381,1095766755832668160,"Check out here 
All program Recognition Awards 👇🏼
https://t.co/dh9H8IApKx",14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,14.75,1095765294847528961,888492943430086656,en,False,False,False,888492943430086656,Saudi Association SJU - النادي السعودي بسانت جوزيف,Saudi Association at SJU #النادي_السعودي_بجامعة_سانت_جوزيف بولاية بنسلفانيا/فيلادلفيا ، معتمد من قبل الملحقية الثقافية #SACM - للتواصل📩Sjusaudi@gmail.com,"Philadelphia, PA",1,89,575,85,5,F5F8FA,333333,SJUSAUDI,566,False,0,0,0,1,0
2383,1095766788594458624,@RageRasputin Nope it was totally pre war.  That story is very interesting.  Marvel always tried to be ahead of the… https://t.co/kcGSgwDWUV,14,Wed,2019-02-13 14:29:04.092529,13,4,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,13.125,1095765548976271360,1083226301358583808,en,False,False,True,81818309,Elizabeth Inglee-Ric,"I live a wild and wooly life surrounded by cats, sheep and dogs.  Sometimes I write fiction until my fingers bleed.",Delaware,9,4017,486,693,13,C0DEED,333333,bodgei,12888,False,0,0,0,1,1
2384,1095797250033364994,"@DavidWohl @realDonaldTrump The Senate Intel committee did not come to that conclusion.
See Burr, who worked on tru… https://t.co/4tlwmVgjNJ",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,312.65000000000003,1095639359779270656,23359769,en,False,False,True,775383530452971521,Captain Qwark,"Democrat,The Resistance, Union Insulator, Soccer Coach, gardener, Father + Grandfather,  DEAD HEAD
5 for 5 Philadelphian","Pennsylvania, USA",2,32065,12458,12032,16,F5F8FA,333333,Qwarktastic2,62884,False,0,0,0,1,2
2385,1095797253338476548,Check this out! 2016 GMC 2500 Denali crew cab duramax diesel. If your looking for the ultimate pickup here it is!… https://t.co/mbQXKk7iPk,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,29.275000000000002,,,en,False,False,True,92274508,Chip Herr,2014 CDCC DTS Touring Car Champion Part owner of Warwick Autopark Sales & Service,All Over The World,9,43,1129,1860,14,131516,333333,ChipHerr,1257,False,0,0,0,1,0
2386,1095797313480601602,@ThePlumLineGS Welp,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,19.725,1095796772109201421,20508720,en,False,False,False,49226344,Jawnmandu,for truth is truth To th’ end of reck’ning.”  - W.Shakespeare,On the playground,9,133569,735,1512,18,371B27,BE80A5,Kathmandu513,66905,False,0,0,0,0,1
2388,1095797372150579202,@thehill Can’t really carry a ladder and climb mt Everest,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.6500000000000001,1095796762810429444,1917731,en,False,False,False,415608297,Mike,,Lafayette Hill,7,3002,51,151,5,C0DEED,333333,mthilt03,8342,False,0,0,0,0,1
2391,1095797482091630593,"Support my daughter, mini-THON to defeat childhood cancer!!  https://t.co/1hKzVumjza",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.0,,,en,False,False,False,922158708,Bridget Berich,"Hard-working gyno, mother of three girls! Was ready to have a strong woman lead the greatest country in the world,now watching my country run into the ground...","Harrisburg, PA",6,14993,271,279,3,C0DEED,333333,Docbfb2Berich,10159,False,0,0,0,1,0
2392,1095797500882104320,need a 2v2/3v3 BO4 chall $5+,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.575,,,en,False,False,False,805539301249417216,𝒵𝓊𝓂𝑒𝓉𝓇𝒾𝒸𝒶𝓁,| fifteen | hard work beats talent |,east coast,2,10536,143,78,0,F5F8FA,333333,Zumetrical,2698,False,0,0,0,0,0
2393,1095797528073777167,"@tweetmommybop I always request they change the channel, even at the Cannon AirForce Base pharmacy. No one has yet refused.",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,79.65,1095368706870390784,875311595286654976,en,False,False,False,562595617,Cheri Quinn,"Professor, concerned citizen, left of Jesus. Block RWNJs #The Resistance #NotMyPresident","Newville, PA",6,13560,2904,4999,94,C0DEED,333333,DrCheriQuinn,58280,False,0,0,0,0,1
2394,1095797533585092633,@cinnamoniboni @NintendoEurope It's so much fun. Well worth it on the Switch.,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,Canada,3376992a082d67c7,Twitter for Android,16.225,1095790755858313218,3378675004,en,False,False,False,119421767,JimmyJames 🚑,"I'm a Paramedic Otaku. I'm all about Comics, Video Games, Anime and Manga.                                             


Switch Friend Code 2450-8278-1326",Canada,8,19380,526,771,41,022330,333333,TheRealJimmyJam,22891,False,0,0,0,0,2
2395,1095797534226821123,Finally back to wearing contacts! 🙂,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.0250000000000004,,,en,False,False,False,139486387,Stephen DeLuca,"Associate Manager, Bowler and hack Golfer.","Warminster, Pa.  US",8,2052,121,120,0,000000,000000,stephen0531,994,False,0,0,0,0,0
2396,1095797547090751499,"Why @realDonaldTrump REALLY won't have a dog:

https://t.co/XY8GNii0Nc",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,267.425,,,en,False,False,False,24619043,Tracie Stevens,Disabled Vet. MP Corps; Vol #SuicidePreventionPTSDCounselor. #Photog #Resist #FBR #BLM #LGBTQ #Climate  #EqualityforAll #NoDM #MarineLife #ProtectWildlife,Bushkill PA Poconos,9,15024,10661,11147,12,709397,333333,TracieLVaughn,22811,False,0,0,0,1,1
2397,1095797596940062720,Buffalo wings always make me sweat od,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,8.65,,,en,False,False,False,2473141866,Kay♡,positive vibes ONLY #PSU2020,zay’s house ,4,6106,346,229,0,C0DEED,333333,kayvxo_,8865,False,0,0,0,0,0
2398,1095797640690843648,i’m here so let’s chat,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.6,,,en,False,False,False,3403006888,George Mantis,"i can’t believe suicides on my fucking mind, i wanna leave i swear ta god death is fucking calling me.",Area 51,3,1216,104,316,0,C0DEED,333333,xpunkzillax,2405,False,0,0,0,0,0
2399,1095797655878414339,i really appreciate y’all so much,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.825,1095796990963789837,1074772389744050176,en,False,False,False,1074772389744050176,emily ⊰ 20,concert enthusiast//aspiring merch girl➡️concert promoter/marketing director emilylutz54@gmail.com,pittsburgh,0,3620,243,345,10,F5F8FA,333333,_emilygrace54,2132,False,0,0,0,0,0
2400,1095797661477814272,Now this is funny,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.5000000000000004,,,en,True,False,False,244306054,J Moyer 🍻,"There’s an asshole in every room.  Look around, if you don’t see one, you’re the asshole.",the 610,8,3949,116,83,8,C0DEED,333333,GoJeffYourself_,10569,False,0,0,0,0,0
2402,1095797684349349893,"@ewarren some girls just shouldn't,  just saying.",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,1.6,1095519333701292032,357606935,en,False,False,False,26279831,David Katz,,,9,4214,55,482,3,C0DEED,333333,dskinpa,3650,False,0,0,0,0,1
2403,1095797700149288960,"@Verse_Converse @ShireenQudosi @larryelder @RealJamesWoods @AnnCoulter bologna, she showed the proof! It’s twitter… https://t.co/iqDd72TsVl",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.075,1095750594202124288,36506600,en,False,False,True,3720246673,Tonino63,,"Pennsylvania, USA",3,3653,83,283,0,000000,000000,LindaC6359,7052,False,0,0,0,1,5
2404,1095797723524149248,"I was challenged by @icr205 to post covers of 7 books that I love.  No explanations, no reviews.  I’ll challenge so… https://t.co/8jZHax4uZk",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.5250000000000004,,,en,True,False,True,3087758362,Kelly Apruzzi,"Principal of Kenneth N. Butz, Jr. Elementary School","Pennsylvania, USA",3,953,141,123,0,C0DEED,333333,KBESPrincipal,260,False,0,0,0,1,1
2407,1095797799445250049,"@DMKANDOIT @PerkasieCitizen Not me! LOL. But I have a mtg to go to myself tomorrow night, and it is kind of a bummer.",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,42.650000000000006,1095793499188932614,1283938524,en,False,False,False,26336811,Joan Marlow Cullen,"Freedom &fun-loving married mom of 5. I believe we have power to create life we want. RT≠endorse
#PositiveEnergy #Liberty #PSU #Phillies #Eagles #conservative","Souderton, Pennsylvania",9,58391,1637,1261,23,642D8B,3D1957,JoanieBaloney90,26627,False,0,0,0,0,2
2408,1095797804608434210,"@Bonnievee2017 @RealMuckmaker In prison, they will make it clear just how mismatched your hair and eyebrows are wit… https://t.co/UFW6IJfkMv",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,267.425,1095796091604348944,764629343813373952,en,False,False,True,24619043,Tracie Stevens,Disabled Vet. MP Corps; Vol #SuicidePreventionPTSDCounselor. #Photog #Resist #FBR #BLM #LGBTQ #Climate  #EqualityforAll #NoDM #MarineLife #ProtectWildlife,Bushkill PA Poconos,9,15024,10661,11147,12,709397,333333,TracieLVaughn,22812,False,0,0,0,1,2
2409,1095797819212914688,"See our latest PA job and click to apply: COTA, Certified Occupational Therapist, Full time -… https://t.co/ekC98W0pGK",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,CareerArc 2.0,27.975,,,en,False,False,True,57569071,TMJ-PA Health Jobs,Follow this account for geo-targeted Healthcare job tweets in Pennsylvania Non-Metro. Need help? Tweet us at @CareerArc!,Pennsylvania,9,0,564,297,185,253956,000000,tmj_pa_health,745,False,0,0,0,1,0
2410,1095797852905844765,"Try #Meditating using variation on method i learned, sit, close eyes, as breath IN say In, as you breath OUT choose… https://t.co/rVy7eEb6qk",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,Canada,3376992a082d67c7,Twitter Web Client,5.825000000000001,,,en,False,False,True,243376642,L'aigle Noir,,montreal,8,4655,212,1561,7,000000,000000,laigle_noir,6292,False,1,0,0,1,0
2411,1095797863362297856,@SteveScalise Maintain your stance sir. You are doing the right thing by trying to protect those too small/young to… https://t.co/hvBT5FgFzJ,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,92.45,1095789278121078784,1209417007,en,False,False,True,49732083,Daveda Gruber,"Writer of 20 books, & writer & chief editor at https://t.co/ANuuR8yh4Z, https://t.co/Z2m6pBwXZK and https://t.co/VwKnY90EBO & Graphic Artist & Video producer.",PA,9,6394,3455,4923,81,FF6699,362720,DavedaGruber,19806,False,0,0,0,1,1
2412,1095797900855164928,"What ""ONE"" word would you use to describe him👇 https://t.co/o5gosPrw41",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,Canada,3376992a082d67c7,Twitter Web Client,83.675,,,en,False,False,False,2886328059,Captain Fantastic8,,Canada,4,37792,3155,1974,64,C0DEED,000000,nattyroons,82423,False,0,1,0,0,0
2413,1095797927572893696,@BattleBornThom Nice......lol,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1282.8000000000002,1095677788185518082,966317909659103232,en,False,False,False,775625838385569796,Chris Moore,"God,Country, family #backtheblue #ProTRUMP #2A #Military support #MAGA Conservative . aircraft Tech..",,2,126141,51207,51344,35,F5F8FA,333333,ChrisMo37540912,102217,False,0,0,0,0,1
2414,1095797949454528521,Ilford Delta 3200 and JCH Street Pan 400 (as well as some digital exposures). I even got to pick one of the colors… https://t.co/OG5fncda8b,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.375,,,en,False,False,True,782252786633306112,Jay,"Wanna-be queer skin, Wanna-be photographer, authentic vegan, lover of music, lover of all things photography","Pennsylvania, USA",2,1152,55,92,0,000000,000000,jarchymah,194,False,0,0,0,1,0
2416,1095797959776706563,"@WendyMeer11 Republikkklans will ignore our pleas, we need to vote them out to help Reality.",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,312.625,1095469750023610368,876240395470069760,en,False,False,False,775383530452971521,Captain Qwark,"Democrat,The Resistance, Union Insulator, Soccer Coach, gardener, Father + Grandfather,  DEAD HEAD
5 for 5 Philadelphian","Pennsylvania, USA",2,32065,12457,12032,16,F5F8FA,333333,Qwarktastic2,62888,False,0,0,0,0,1
2417,1095797985278078984,"@towens54 You as well, sir! Go Duke!",16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,9.525,1095781777350762496,52264622,en,False,False,False,2158058278,David Nichols,"Duke Blue Devils Fan! #DukeNation #GTHC #OurBlueIsBest 
#49ers #Phillies #Sixers","Conshy, PA",5,4922,363,838,6,C0DEED,333333,Davidnic33,2637,False,0,0,0,0,1
2418,1095797987945648128,Whatever leave me on read.,16,Wed,2019-02-13 16:43:53.451326,13,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.1000000000000005,,,en,False,False,False,2857420920,Sabo,dreaming of that black card,"Pennsylvania, USA",4,4634,244,358,0,C0DEED,333333,nic_sabo,2130,False,0,0,0,0,0
